Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
19,2012,1,0,9.839966558875126e-05,4.7423332279481507e-07,0.10676008574079407,0.00015592190225655945,9.840379203292777e-05,0.556666667
19,2012,2,0,0.000531401494362134,2.5292443882390136e-06,0.10676008574079407,0.0008420275644184706,0.000531405619019377,0.566666667
20,2012,1,0,0.0020272259937610935,2.5450521656655076e-05,0.10676008574079407,0.0032122107609778,0.002027230112245292,1.567272727
20,2012,2,0,0.0036214599996994574,6.022763199494151e-05,0.10676008574079407,0.0057383270625739275,0.0036214641116044913,1.562857143
23,2012,1,0,8.295921401271857e-06,3.208978817578249e-08,0.10676008574079407,1.314955128486723e-05,8.300048217293036e-06,0.455
24,2012,1,0,0.011120264398002134,0.0003700600695542207,0.10676008574079407,0.017620429666377935,0.011120268478960724,4.040952381
24,2012,2,0,0.00801052399135693,0.0003972494467277901,0.10676008574079407,0.012692943547215117,0.008010528085148953,6.119545455
26,2012,1,0,0.0002952186786675617,1.9917799557382233e-05,0.10676008574079407,0.00046778811233015545,0.0002952228042994956,7.125
27,2012,1,0,0.0029719572565393834,1.6914321846348405e-05,0.10676008574079407,0.004709168569331061,0.002971961371124818,0.554736842
27,2012,2,0,0.0024995916251502382,1.3752766361049637e-05,0.10676008574079407,0.0039606896651544305,0.002499595741685055,0.768666667
29,2012,2,0,0.00016281852856944593,9.189061018020866e-07,0.10676008574079407,0.0002579957128136474,0.00016282265474777541,0.63
31,2012,1,0,0.0004920376917463721,7.113499841922226e-05,0.10676008574079407,0.0007796543224037514,0.0004920418165660634,15.35285714
31,2012,2,0,0.00027553677735968064,6.1018020866266205e-05,0.10676008574079407,0.0004366014913227958,0.0002755409030728388,25.34375
32,2012,2,0,0.00012969388866828212,6.356307303193171e-07,0.10676008574079407,0.0002055086296582612,0.00012969801498331207,0.983333333
34,2012,1,0,5.763844798012962e-05,3.039835599114765e-07,0.10676008574079407,9.133441015031774e-05,5.764257459252158e-05,0.6075
37,2012,1,0,5.245226698550297e-06,6.470123300663927e-07,0.10676008574079407,8.315625028726493e-06,5.249353527161234e-06,16.335
37,2012,2,0,1.837305487090695e-05,2.2614606386342083e-06,0.10676008574079407,2.9117101240635344e-05,1.837718164534131e-05,17.176
38,2012,1,0,0.0007085386061330634,6.006955422067657e-06,0.10676008574079407,0.001122707153484707,0.000708542730059288,1.207142857
38,2012,2,0,9.839966558875126e-05,9.484666455896301e-07,0.10676008574079407,0.00015592190225655945,9.840379203292777e-05,1.2
39,2012,2,0,6.930981545570308e-05,2.4185899462535566e-07,0.10676008574079407,0.00010982807640768197,6.931394201992904e-05,0.4525
40,2012,1,0,0.048948878711749494,0.0011329434081568132,0.10676008574079407,0.07756111524252307,0.048948882636595054,2.969545455
40,2012,2,0,0.022457039551341613,0.0006866898514068922,0.10676008574079407,0.03558392336661706,0.02245704358551503,3.243636364
41,2012,2,0,5.422363810321226e-06,2.7189377173569396e-08,0.10676008574079407,8.59630461779273e-06,5.4264906382011455e-06,1.256666667
43,2012,1,0,0.0004920376917463721,9.484666455896301e-07,0.10676008574079407,0.0007796543224037514,0.0004920418165660634,0.2
43,2012,2,0,0.0008069481126724686,2.3711666139740754e-06,0.10676008574079407,0.0012786402585215051,0.0008069522361925719,0.283846154
44,2012,1,0,0.0007085386061330634,5.532722099272842e-06,0.10676008574079407,0.001122707153484707,0.000708542730059288,1.283333333
44,2012,2,0,3.935396166510814e-05,1.5807777426493835e-07,0.10676008574079407,6.236203923448068e-05,3.935808835295743e-05,0.5
45,2012,1,0,2.591122307182539e-05,3.782801138159975e-07,0.10676008574079407,4.106157708645407e-05,2.5915349815150854e-05,1.793333333
45,2012,2,0,1.5843930552844236e-06,2.3237432816945937e-08,0.10676008574079407,2.5149135213576085e-06,1.588519899003073e-06,1.816666667
46,2012,4,0,0.00385764281539403,0.0024419854568447676,0.10676008574079407,0.006112566514662242,0.003857646926324373,81.79941176
47,2012,1,0,0.0003739462838990858,2.213088839709137e-06,0.10676008574079407,0.0005925345963595938,0.0003739504092061227,0.763333333
47,2012,2,0,0.0024208640199187142,1.3752766361049637e-05,0.10676008574079407,0.003835943181124992,0.002420868136778428,0.758333333
48,2012,1,0,2.5684881206784757e-06,2.1198229528928233e-07,0.10676008574079407,4.074244571725588e-06,2.572614960335912e-06,10.002
48,2012,2,0,1.2783394899468736e-05,9.890926335757192e-07,0.10676008574079407,2.0260100874545217e-05,1.2787521696970781e-05,9.615454545
49,2012,1,0,0.00022867417034561587,3.382105595953209e-05,0.10676008574079407,0.00036234614670427263,0.000228678296252169,18.414
50,2012,1,0,0.00035438247399905207,2.3931710401517548e-05,0.10676008574079407,0.0005615350950782783,0.0003543865993868258,8.578461538
50,2012,2,0,1.0923455225873977e-06,4.521024343977237e-08,0.10676008574079407,1.7352479961736182e-06,1.0964723683366534e-06,5.255
50,2012,4,0,0.0026373649343054057,4.189061018020867e-05,0.10676008574079407,0.004178996012205948,0.0026373690502716524,2.56
52,2012,1,0,0.0011218585335985654,8.061966487511856e-06,0.10676008574079407,0.0017776261946392585,0.0011218626558190804,0.830666667
52,2012,2,0,0.007616885965199308,5.074296553904521e-05,0.10676008574079407,0.012069211127067925,0.007616890060615818,0.693333333
53,2012,2,0,0.0001574453695123944,1.4226999683844452e-06,0.10676008574079407,0.0002494817652786383,0.0001574494957128981,1.25
0,2012,2,2,0.0013251135284050527,1.4068763831805248e-05,0.2985251303707969,0.002099690429782261,0.001325117649786765,1.557037037
1,2012,1,2,0.0001172549270417013,7.804299715460007e-07,0.2985251303707969,0.00018579868518160995,0.00011725905340806497,0.81962963
3,2012,4,2,0.0009262794803021514,0.00012065033196332596,0.2985251303707969,0.0014677247416891265,0.000926283603329792,15.99074074
5,2012,4,2,6.948695256747402e-05,8.759089472020234e-07,0.2985251303707969,0.00011010875599674822,6.949107913096895e-05,1.682962963
8,2012,1,2,1.7743234029054758e-05,7.777426493834967e-08,0.2985251303707969,2.8119129368399836e-05,1.7747360806088292e-05,0.5436
9,2012,4,2,0.00039821406821170314,0.021599747075561178,0.2985251303707969,0.0006309877000616682,0.0003982181934185905,6245.638519
11,2012,1,2,3.545694520614769e-05,1.364211191906418e-07,0.2985251303707969,5.618708827502347e-05,3.546107191007939e-05,0.489583333
13,2012,4,2,0.0003734345544650809,2.334018337021815e-06,0.2985251303707969,0.0005917237442134025,0.0003734386797742296,0.746666667
15,2012,4,2,0.0003290321851145013,2.091447992412267e-05,0.2985251303707969,0.0005213667272207992,0.00032903631060689193,7.902962963
16,2012,2,2,3.427603112767483e-05,1.5270312993993044e-07,0.2985251303707969,5.431589101458189e-05,3.428015783647998e-05,0.590740741
21,2012,1,2,0.0012811244789819388,8.820581726209295e-05,0.2985251303707969,0.0020299883318308123,0.001281128600545187,8.367777778
23,2012,2,2,0.0001272533329061049,6.049636421119191e-07,0.2985251303707969,0.00020164148865334865,0.00012725745923120662,0.564
24,2012,1,2,0.00046635281053958734,3.3604173253240597e-06,0.2985251303707969,0.0007389557819891472,0.0004663569354652763,0.771481481
25,2012,2,2,0.0005692497905771893,2.6447992412266836e-06,0.2985251303707969,0.0009019994366156232,0.0005692539150782379,0.5748
26,2012,1,2,8.814539500734524e-05,3.967119822952893e-06,0.2985251303707969,0.0001396736727117251,8.814952149383959e-05,5.216923077
27,2012,2,2,0.0001978326309961663,9.41036990199178e-07,0.2985251303707969,0.0003134767115857402,0.0001978367570299978,0.565185185
29,2012,1,2,0.00015093066017948578,6.416376857413848e-07,0.2985251303707969,0.00023915899372520223,0.0001509347864068747,0.572608696
31,2012,4,2,0.00013971197643399357,4.093107809042049e-06,0.2985251303707969,0.00022138261975100724,0.00013971610270768035,3.265185185
36,2012,2,2,0.0006091843683308799,3.133259563705343e-06,0.2985251303707969,0.0009652770906395556,0.0006091884926671246,0.654814815
37,2012,4,2,0.001878352092268281,0.0001120189693329118,0.2985251303707969,0.002976315159678132,0.0018783562113668603,7.105555556
39,2012,2,2,0.005501002846996865,2.6933607334808727e-05,0.2985251303707969,0.00871652462229274,0.005501006951145307,0.564814815
40,2012,0,2,0.0046877860487578365,4.880572241542839e-05,0.2985251303707969,0.0074279558155106555,0.004687790156262302,1.291481481
40,2012,3,2,0.007659005233998173,0.00018271846348403415,0.2985251303707969,0.012135950496023675,0.007659009329240863,2.7724
40,2012,5,2,0.03655735046732067,0.0005778422383812836,0.2985251303707969,0.05792633052249955,0.036557354443304206,1.968888889
43,2012,1,2,0.00022461969867619238,1.2665191274106861e-06,0.2985251303707969,0.00035592170277675653,0.00022462382459947772,0.629259259
44,2012,1,2,8.716129994195119e-05,3.4777110338286437e-07,0.2985251303707969,0.0001381143416613571,8.716542643250675e-05,0.537307692
46,2012,4,2,0.0005682263317091796,0.00016252940246601328,0.2985251303707969,0.0009003777323232404,0.0005682304562144518,35.72222222
48,2012,4,2,0.00012353345355891536,4.102908631046475e-06,0.2985251303707969,0.00019574721728295765,0.00012353757989936847,4.54037037
49,2012,4,2,7.608038950561415e-05,4.94878280113816e-06,0.2985251303707969,0.00012055627403421369,7.608451604189899e-05,8.665555556
50,2012,4,2,5.461727612936988e-06,2.3395510591210878e-08,0.2985251303707969,8.658677859807449e-06,5.465854440654459e-06,0.58952381
51,2012,4,2,0.00032098228747957794,2.4633259563705345e-06,0.2985251303707969,0.0005086113992287892,0.0003209864130051893,0.928888889
52,2012,2,2,0.0009550937838168893,4.226209294973127e-06,0.2985251303707969,0.0015133819548439006,0.0009550979067256176,0.546666667
53,2012,2,2,0.0006688598930963752,6.985456844767626e-06,0.2985251303707969,0.0010598349255338702,0.000668864017186348,1.2508
0,2012,4,12,0.004356323148831812,0.00028081362630414167,0.10476053364046453,0.006902741931125713,0.004356327257704176,8.184
1,2012,1,12,0.012984967091713399,7.383955105912109e-05,0.10476053364046453,0.020575112513857196,0.012984971164976641,0.573333333
2,2012,1,12,0.005404935486713097,4.507698387606703e-05,0.10476053364046453,0.008564302725155817,0.005404939591257995,0.986190476
5,2012,4,12,0.0005281933444489494,1.2020233955105912e-05,0.10476053364046453,0.0008369441451942709,0.0005281974691194319,2.986
6,2012,4,12,0.0003795753076731398,2.494467277900727e-07,0.10476053364046453,0.0006014539699676987,0.0003795794329569465,0.093333333
7,2012,4,12,0.0012479014295742354,8.066076509642745e-06,0.10476053364046453,0.001977345315570389,0.0012479055512745905,0.85
8,2012,1,12,0.00022558411184027855,1.1289914638001897e-06,0.10476053364046453,0.0003574498472061172,0.00022558823775958387,0.658095238
9,2012,4,12,0.008680653367087664,0.6864434081568132,0.10476053364046453,0.013754785619273697,0.008680657458114164,9923.938333
10,2012,4,12,8.302810066729616e-05,2.6351564969965224e-07,0.10476053364046453,0.0001315651512498116,8.303222717490884e-05,0.401304348
11,2012,1,12,0.008794060482423673,0.00016219854568447678,0.10476053364046453,0.013934482929518103,0.00879406457298216,2.051304348
11,2012,2,12,0.0009526925918573278,9.431868479291812e-06,0.10476053364046453,0.0015095771870810028,0.0009526967147759654,1.118
11,2012,3,12,3.561440041661074e-05,7.930761934871957e-07,0.10476053364046453,5.643658124308235e-05,3.561852711989265e-05,2.77375
12,2012,1,12,0.0012758694113327344,2.80825165981663e-06,0.10476053364046453,0.0020216615040218474,0.0012758735329176697,0.36962963
12,2012,2,12,0.0001415423932556265,3.787543471387923e-07,0.10476053364046453,0.00022428297550469172,0.00014154651952175942,0.332272727
12,2012,3,12,0.00013652350842211685,3.9487828011381604e-07,0.10476053364046453,0.00021633038714781498,0.00013652763470896193,0.366956522
13,2012,1,12,0.0010093567857227172,7.430445779323428e-06,0.10476053364046453,0.0015993634689611912,0.0010093609084075102,1.012857143
13,2012,2,12,0.0001068628831511401,2.3452418589946255e-06,0.10476053364046453,0.0001693321492897241,0.00010686700956039019,2.660769231
13,2012,3,12,9.952153396330048e-05,2.2595637053430287e-06,0.10476053364046453,0.00015769953965397894,9.952566040284722e-05,2.784
14,2012,4,12,8.340205679214591e-05,8.743281694593741e-07,0.10476053364046453,0.00013215769704895145,8.34061832982153e-05,1.385625
15,2012,4,12,0.00032499739534638567,8.316361049636421e-05,0.10476053364046453,0.0005149734699142905,0.00032500152085542726,31.67157895
16,2012,2,12,0.01907316962328024,9.849841922225735e-05,0.10476053364046453,0.03022206999006374,0.019073173671418385,0.596538462
17,2012,1,12,0.007964192795678178,3.5945147012330067e-05,0.10476053364046453,0.012619530241363792,0.007964196889661403,0.604642857
17,2012,2,12,0.0003703641778610515,5.027663610496365e-06,0.10476053364046453,0.0005868586313362543,0.00037036830318287116,1.695
17,2012,3,12,0.0032554947267807175,2.149478343344926e-05,0.10476053364046453,0.005158443031563083,0.0032554988401960355,0.887826087
19,2012,1,12,0.0012572109688928632,4.1074928865001584e-06,0.10476053364046453,0.0019920965873068703,0.001257215090554799,0.419230769
19,2012,2,12,0.0026761973255858547,8.209453050901044e-06,0.10476053364046453,0.004240527215453468,0.0026762014413918463,0.368518519
20,2012,1,12,0.003110793388365176,3.059816629781853e-05,0.10476053364046453,0.004929158993916975,0.0031107975023776544,1.152173913
20,2012,2,12,0.021600345433113472,0.00017504947834334493,0.10476053364046453,0.034226463314029724,0.02160034947082234,0.87047619
20,2012,3,12,0.00016455053588453945,2.176889029402466e-06,0.10476053364046453,0.00026074013546229505,0.0001645546620557212,1.6
23,2012,2,12,0.0001354410038501834,1.9064179576351565e-07,0.10476053364046453,0.0002146151229924102,0.00013544513014149585,0.207142857
24,2012,1,12,0.022863352721941507,0.0004708310148593108,0.10476053364046453,0.03622773997069299,0.022863356754438135,2.741071429
24,2012,2,12,0.0025109480822048855,6.10360417325324e-05,0.10476053364046453,0.003978684345475677,0.002510952198692836,3.155185185
24,2012,3,12,0.0006379396261416942,1.7607018653177364e-05,0.10476053364046453,0.0010108407439313083,0.0006379437503592701,3.439666667
26,2012,4,12,1.402335468186524e-05,1.3768574138476132e-07,0.10476053364046453,2.222485799800887e-05,1.402748147425016e-05,1.242
27,2012,1,12,0.0033315652753356777,8.107650964274423e-06,0.10476053364046453,0.005278979321756528,0.0033315693884370637,0.200833333
27,2012,2,12,9.580165461611096e-05,1.8020866266202972e-07,0.10476053364046453,0.000151805268283588,9.580578107100907e-05,0.211818182
29,2012,1,12,0.0002290678083717735,4.4119506797344293e-07,0.10476053364046453,0.00036296987912441984,0.00022907193427670213,0.2492
31,2012,1,12,0.0013332224717438998,5.6848719570028456e-05,0.10476053364046453,0.002112539317637293,0.0013332265930921475,5.5388
31,2012,2,12,0.0002378853001577042,1.2506797344293393e-05,0.10476053364046453,0.0003769414853357169,0.00023788942602624436,7.056666667
31,2012,3,12,6.972313538316858e-05,3.1767309516282013e-06,0.10476053364046453,0.00011048299544883654,6.972726194568883e-05,5.650952381
32,2012,2,12,9.530960708341394e-05,3.5061650331963325e-07,0.10476053364046453,0.000151025602758404,9.531373354034266e-05,0.46
34,2012,1,12,0.0012750821352804191,9.596901675624408e-06,0.10476053364046453,0.002020414039181553,0.0012750862568686034,0.861538462
37,2012,1,12,0.0005375816113728087,2.7572399620613344e-05,0.10476053364046453,0.0008518201634147816,0.0005375857360045473,7.302
37,2012,2,12,0.00013467340969917604,1.8370850458425544e-05,0.10476053364046453,0.0002133988447731232,0.0001346775359936562,16.72363636
37,2012,3,12,1.4338265102791337e-05,2.5128042997154603e-06,0.10476053364046453,2.2723843934126625e-05,1.4342391893876668e-05,21.82333333
38,2012,1,12,0.011871798117542263,0.00014445969016756244,0.10476053364046453,0.018811259602922955,0.011871802195399388,1.36952381
38,2012,2,12,0.0007210956591674916,8.34508378122036e-06,0.10476053364046453,0.0011426042176874026,0.0007210997830418951,1.404375
38,2012,3,12,0.00010310364000133483,1.2402782168827063e-06,0.10476053364046453,0.0001633755046773184,0.00010310776642609873,1.525
39,2012,1,12,4.331002382799223e-05,1.0275055327220993e-07,0.10476053364046453,6.863055005695995e-05,4.3314150499515444e-05,0.271538462
40,2012,1,12,0.02063502690156714,0.0004216501738855517,0.10476053364046453,0.03269688430010276,0.020635030943259733,2.418333333
40,2012,2,12,0.000892092017730362,1.7279323427126147e-05,0.10476053364046453,0.0014135535809993427,0.0008920961408990892,2.394615385
40,2012,3,12,0.0036443303690192152,9.290404679102119e-05,0.10476053364046453,0.00577456591618448,0.0036443344808298667,2.747777778
41,2012,2,12,0.0009505472646147687,4.792918115712931e-06,0.10476053364046453,0.0015061778453912007,0.0009505513875422598,0.573571429
42,2012,4,12,5.068089586779368e-06,1.0116977552956055e-08,0.10476053364046453,8.034945439660257e-06,5.072216416121324e-06,0.2375
43,2012,1,12,0.0008069677945737766,2.0967435978501422e-06,0.10476053364046453,0.0012786714451425124,0.0008069719180937985,0.3072
44,2012,1,12,0.0004313977538167906,1.3319633259563707e-06,0.10476053364046453,0.0006835683430800766,0.00043140187888673383,0.368421053
45,2012,1,12,0.0033362495678469534,2.8107018653177365e-05,0.10476053364046453,0.0052864017375562795,0.003336253680929008,0.878888889
46,2012,4,12,0.008372533202112786,0.005613454631678786,0.10476053364046453,0.013266559067403483,0.008372537294410851,83.30689655
47,2012,1,12,0.004152713879801782,1.6896933291179262e-05,0.10476053364046453,0.006580116336804578,0.004152717989514411,0.508846154
47,2012,2,12,0.005489508616633062,2.189140056907999e-05,0.10476053364046453,0.008698311635624442,0.00548951272082894,0.575714286
47,2012,3,12,0.0003971315636397697,3.1889029402466015e-06,0.10476053364046453,0.0006292724359062634,0.0003971356888511244,1.010952381
48,2012,4,12,6.789271856153565e-05,8.459690167562442e-06,0.10476053364046453,0.00010758263969515209,6.789684513160976e-05,14.994375
49,2012,4,12,1.7546415015975946e-05,1.4897249446727792e-06,0.10476053364046453,2.7807263158326242e-05,1.755054179382172e-05,10.38090909
50,2012,4,12,0.0020950498256680516,1.0536832121403731e-05,0.10476053364046453,0.0033196798569691613,0.0020950539438723517,0.662727273
51,2012,4,12,0.000387487431998908,1.460717673095163e-05,0.10476053364046453,0.0006139909916126572,0.00038749155725006256,4.742173913
52,2012,1,12,0.0020200617816850245,7.816629781852673e-06,0.10476053364046453,0.0032008588309311212,0.0020200659001987894,0.3365
52,2012,2,12,0.00010580006048051453,4.4119506797344293e-07,0.10476053364046453,0.00016764807175532667,0.00010580418689415071,0.609090909
53,2012,2,12,0.0044338107942809395,2.827552956054379e-05,0.10476053364046453,0.007025523658031688,0.0044338149028335236,0.846428571
0,2012,4,13,0.002003115664658939,1.8690009484666456e-05,0.3017404101481268,0.0031740071502437844,0.0020031197832426377,0.895714286
1,2012,4,13,2.333289400049297e-05,2.990831489092634e-07,0.3017404101481268,3.6976129734489956e-05,2.3337020754458817e-05,1.496
3,2012,4,13,0.001200802639744476,8.150600695542207e-05,0.3017404101481268,0.001902715731499778,0.0012008067616392007,8.320714286
5,2012,4,13,0.0016671849731360253,7.318684792918116e-06,0.3017404101481268,0.0026417139028901706,0.0016671890931060597,0.391428571
6,2012,4,13,0.0008187572534571973,1.6158710085362e-06,0.3017404101481268,0.0012973522311259208,0.0008187613769285659,0.075555556
7,2012,4,13,0.001025141670571638,5.994151122352198e-06,0.3017404101481268,0.0016243751390090935,0.001025145793191289,0.390714286
9,2012,4,13,0.015709335870750293,0.9166930129623775,0.3017404101481268,0.02489196459369591,0.01570933993277047,6706.261429
12,2012,4,13,2.1345021968396987e-05,0.0,0.3017404101481268,3.382628101274664e-05,2.1349148730566483e-05,0.0
14,2012,4,13,1.4072559435134943e-06,1.0401517546632944e-07,0.3017404101481268,2.234233932291372e-06,1.4113827879631619e-06,9.14
15,2012,4,13,8.865712444135014e-05,3.4878280113815997e-06,0.3017404101481268,0.00014048452485791645,8.866125092573266e-05,3.365714286
17,2012,4,13,1.5420769674724794e-05,1.5428390768257985e-07,0.3017404101481268,2.4439108089531403e-05,1.542489646134279e-05,1.24
19,2012,4,13,2.056758686673569e-06,0.0,0.3017404101481268,3.263392425534239e-06,2.0608855284428357e-06,0.0
20,2012,4,13,2.9030804429124537e-06,1.833702181473285e-08,0.3017404101481268,4.604417128850702e-06,2.9072072811890776e-06,0.87
24,2012,4,13,3.532901284764647e-06,2.3711666139740753e-09,0.3017404101481268,5.602389001086209e-06,3.537028120442094e-06,0.535
27,2012,4,13,1.978031081442045e-06,0.0,0.3017404101481268,3.1386459415048003e-06,1.9821579235362085e-06,0.0
31,2012,4,13,7.77435101661301e-07,0.0,0.3017404101481268,1.2362620600558647e-06,7.815619487101451e-07,0.0
37,2012,4,13,1.9180012824530072e-05,3.011381599747076e-06,0.3017404101481268,3.0395752701937088e-05,1.9184139595634234e-05,18.905
38,2012,4,13,2.2142138971366173e-06,1.944356623458742e-08,0.3017404101481268,3.512885393593116e-06,2.21834073825609e-06,0.55
40,2012,0,13,0.0012445161425492799,2.5463642111919066e-05,0.3017404101481268,0.0019719812167571234,0.0012445202642636054,2.41
40,2012,3,13,0.0009308259995042719,2.1278691116029086e-05,0.3017404101481268,0.0014749288511418264,0.0009308301225131497,2.482142857
40,2012,5,13,0.0017074147794093341,3.360844135314575e-05,0.3017404101481268,0.002705459356229214,0.0017074188992133464,2.355
43,2012,4,13,5.10745338939513e-06,1.549162187796396e-08,0.3017404101481268,8.097318681674976e-06,5.111580218574636e-06,0.34375
43,2012,5,13,5.10745338939513e-06,1.549162187796396e-08,0.3017404101481268,8.097318681674976e-06,5.111580218574636e-06,0.34375
44,2012,4,13,1.210436930434684e-06,9.64274423016124e-09,0.3017404101481268,1.922367722217776e-06,1.2145637756965942e-06,0.98
45,2012,4,13,1.2793235850122676e-07,1.5807777426493837e-09,0.3017404101481268,2.0710356681299814e-07,1.3205920823047128e-07,1.43
46,2012,4,13,3.427603112767483e-05,2.6196648751185583e-05,0.3017404101481268,5.431589101458189e-05,3.428015783647998e-05,48.69090909
48,2012,4,13,5.540455218168513e-06,7.556117609864053e-07,0.3017404101481268,8.783424343836888e-06,5.544582045561086e-06,13.72230769
49,2012,4,13,0.001369574943459556,0.00038863657919696495,0.3017404101481268,0.0021701410066378864,0.0013695790646577827,35.29428571
50,2012,4,13,2.46023766348513e-07,3.635788808093582e-09,0.3017404101481268,3.9422329285715575e-07,2.50150615590412e-07,1.77
51,2012,4,13,5.1714195686457435e-05,1.0913689535251344e-06,0.3017404101481268,8.19472372271025e-05,5.171832232329789e-05,2.421428571
52,2012,4,13,5.205862895934535e-06,0.0,0.3017404101481268,8.253251786711774e-06,5.209989724707921e-06,0.0
53,2012,4,13,9.84095065394052e-09,0.0,0.3017404101481268,1.9983840768840574e-08,1.396780087053062e-08,0.0
0,2012,4,17,0.00031612085785653134,3.688112551375277e-06,0.42294526026170143,0.0005009083038399713,0.0003161249834022051,1.262857143
1,2012,1,17,2.2348798935098922e-05,2.1972810622826432e-07,0.42294526026170143,3.541679868412198e-05,2.235292569312598e-05,1.003333333
3,2012,1,17,0.0001376060129940503,1.337543471387923e-05,0.42294526026170143,0.0002180456513032198,0.00013761013927642807,10.55571429
5,2012,4,17,1.8687965291833048e-05,1.0512171988618401e-07,0.42294526026170143,2.9616087176753096e-05,1.8692092064967815e-05,0.697142857
7,2012,4,17,0.00017805232018174583,2.6500158077774266e-06,0.42294526026170143,0.0002821341574733438,0.00017805644629720777,1.53
8,2012,1,17,1.1710731278189218e-06,7.113499841922226e-09,0.42294526026170143,1.8599944802030567e-06,1.1751999732432806e-06,0.926666667
11,2012,1,17,0.0001426839435314836,1.3213721150806197e-06,0.42294526026170143,0.00022609179952311854,0.00014268806979290553,1.126666667
13,2012,4,17,4.000346440826821e-05,2.6225102750553274e-07,0.42294526026170143,6.339119772772355e-05,4.000759109343711e-05,1.092857143
15,2012,1,17,0.0001886805468880016,9.508220044261777e-06,0.42294526026170143,0.00029897493281731794,0.0001886846729596024,7.545714286
16,2012,2,17,3.541758140353193e-05,2.774264938349668e-07,0.42294526026170143,5.6124715033008755e-05,3.5421708107626075e-05,0.976666667
21,2012,1,17,0.0001255606893936271,1.0085361998103067e-05,0.42294526026170143,0.0001989594392467157,0.00012556481572571413,8.833333333
23,2012,2,17,1.722166364439591e-06,7.271577616187164e-09,0.42294526026170143,2.7332198684091254e-06,1.7262932075896706e-06,0.52
24,2012,4,17,0.00035455961111082303,6.122668352829593e-06,0.42294526026170143,0.0005618157746673446,0.00035456373649786575,2.2
26,2012,1,17,8.727939134979848e-05,4.08963009800822e-06,0.42294526026170143,0.00013830146138740128,8.728351783986669e-05,6.01
36,2012,2,17,4.309352291360554e-05,6.424280746127095e-07,0.42294526026170143,6.828749722587899e-05,4.309764958602222e-05,1.868571429
37,2012,4,17,0.00035700016687300023,2.7340341447992414e-05,0.42294526026170143,0.0005656829156722573,0.0003570042922499712,7.585714286
39,2012,2,17,0.0001918886968011862,1.441036990199178e-06,0.42294526026170143,0.00030405835204151753,0.00019189282285954747,0.862857143
40,2012,0,17,0.0006494929022094203,1.0433133101485932e-05,0.42294526026170143,0.0010291472904626283,0.0006494970263793176,2.232857143
40,2012,2,17,0.0002611099437010038,8.97660448940879e-06,0.42294526026170143,0.00041374169812440125,0.0002611140694736994,2.13
40,2012,5,17,0.001249475981678866,2.2584097375908947e-05,0.42294526026170143,0.001979840245250978,0.001249480103372723,2.118571429
43,2012,1,17,4.329034192668435e-05,2.938665823585204e-07,0.42294526026170143,6.85993634359526e-05,4.329446859828879e-05,0.931666667
44,2012,2,17,5.519789221795238e-05,3.8412899146380023e-07,0.42294526026170143,8.746726914540515e-05,5.5202018840416136e-05,1.041428571
45,2012,1,17,3.1264700227569034e-05,4.603224786595005e-07,0.42294526026170143,4.954433800045588e-05,3.1268826948801495e-05,1.94
46,2012,4,17,1.8599396735947582e-06,4.426177679418274e-08,0.42294526026170143,2.9515262154606427e-06,1.864066516176268e-06,2.72
48,2012,1,17,8.733843705372211e-05,2.3811255137527663e-06,0.42294526026170143,0.00013839502125042338,8.734256354354666e-05,3.745714286
49,2012,1,17,9.806507326651729e-05,4.702655706607651e-06,0.42294526026170143,0.00015539172969943434,9.806919971207461e-05,6.795714286
50,2012,2,17,1.5243632562953865e-05,1.133417641479608e-07,0.42294526026170143,2.4158428500465167e-05,1.5247759350302879e-05,1.0175
51,2012,4,17,4.344779713714739e-05,2.028295921593424e-06,0.42294526026170143,6.884885640401147e-05,4.3451923808102045e-05,5.747142857
53,2012,2,17,7.981010980345761e-06,1.1729370850458425e-07,0.42294526026170143,1.2650565348749478e-05,7.985137797666527e-06,1.356666667
0,2013,1,0,9.358744071897435e-06,4.030983243755928e-08,0.12173273186806155,1.4212469088542734e-05,8.154021208192034e-06,1.705
1,2013,1,0,0.0035983534475640053,1.6274739171672462e-05,0.12173273186806155,0.0054631338247025365,0.003134052621027009,0.696923077
1,2013,2,0,2.553726694697565e-05,1.5855200758773316e-07,0.12173273186806155,3.8775196559421274e-05,2.224499268639915e-05,0.736
2,2013,1,0,0.0009236617874282033,1.2266677205184952e-05,0.12173273186806155,0.0014023352694926695,0.0008044824750386463,1.621818182
2,2013,2,0,4.519948635354881e-05,6.727790072715776e-07,0.12173273186806155,6.862697848570799e-05,3.937015145370926e-05,1.78
3,2013,4,0,0.0011932251077409418,0.00029847628833386025,0.12173273186806155,0.001811594534019619,0.001039263430471158,31.62769231
5,2013,1,0,6.888665457758364e-08,4.74233322794815e-10,0.12173273186806155,1.0832387412098729e-07,6.285510391738779e-08,0.75
7,2013,1,0,0.0023620544988107654,5.9785014226999684e-06,0.12173273186806155,0.003586147007968029,0.002057276121717883,0.3225
8,2013,1,0,0.0009366912060940205,3.924596901675625e-06,0.12173273186806155,0.0014221169307891677,0.0008158306783459129,0.737777778
8,2013,2,0,2.5399493637820482e-05,1.5112235219728107e-07,0.12173273186806155,3.856602491429214e-05,2.21249965789205e-05,0.74
